the,11033,1,0.04723576783275464,0.0,-3.052603880303986
of,9210,2,0.03943092737602377,0.6931471805599453,-3.2332048118149395
a,6523,3,0.027927029237112166,1.0986122886681098,-3.578160269268196
and,4607,4,0.01972402632153545,1.3862943611198906,-3.925917776128375
to,3790,5,0.016226190527158534,1.6094379124341003,-4.12112864298782
is,3728,6,0.01596074888792797,1.791759469228055,-4.1376227652588105
in,3478,7,0.014890419697482157,1.9459101490553132,-4.207037246150064
ca,3205,8,0.013721620221515329,2.0794415416798357,-4.288782571709522
cacm,3204,9,0.013717338904753545,2.1972245773362196,-4.289094632876042
for,3177,10,0.013601743352185398,2.302585092994046,-4.297557306794776
jb,3021,11,0.01293385793734721,2.3978952727983707,-4.34790675967762
pm,2221,12,0.009508804527920607,2.4849066497880004,-4.655537117169865
are,1988,13,0.008511257722425109,2.5649493574615367,-4.7663655538477725
march,1831,14,0.007839090990825139,2.6390573296152584,-4.848632396389781
algorithm,1621,15,0.006940014470850655,2.70805020110221,-4.970451419328616
an,1402,16,0.0060024061000201225,2.772588722239781,-5.115594873469757
on,1272,17,0.005445834920988299,2.833213344056216,-5.2129041971642245
system,1239,18,0.005304551467849452,2.8903717578961645,-5.239190059435149
by,1236,19,0.005291707517564102,2.9444389791664403,-5.2416143030466555
computer,1217,20,0.00521036249909022,2.995732273553991,-5.2571058480767645
be,1201,21,0.005141861430901688,3.044522437723423,-5.270340118984309
which,1184,22,0.005069079045951373,3.091042453358316,-5.284596125620341
this,1166,23,0.004992015344239274,3.1354942159291497,-5.299915574153855
with,1129,24,0.004833606624053294,3.1780538303479458,-5.33216237691463
that,1097,25,0.004696604487676229,3.2188758248682006,-5.360915480789062
february,1011,26,0.0043284112461628695,3.258096538021482,-5.442554722043821
am,987,27,0.004225659643880071,3.295836866004329,-5.46657990163081
as,961,28,0.004114345408073707,3.332204510175204,-5.493275532094
data,950,29,0.004067250923694091,3.367295829986474,-5.5047879564697055
january,934,30,0.003998749855505559,3.4011973816621555,-5.521773502835449
j,911,31,0.0039002795699845444,3.4339872044851463,-5.546707043804334
s,862,32,0.003690495048657165,3.4657359027997265,-5.6019946704005985
program,843,33,0.003609150030183283,3.4965075614664802,-5.624282983062437
programming,790,34,0.003382240241808771,3.5263605246161616,-5.689216995603225
r,786,35,0.0033651149747616375,3.5553480614894135,-5.694293148635086
time,783,36,0.0033522710244762877,3.58351893845611,-5.6981172450734885
language,774,37,0.003313739173620239,3.6109179126442243,-5.709678067474565
method,722,38,0.0030911107020075096,3.6375861597263857,-5.779224802171465
it,719,39,0.00307826675172216,3.6635616461296463,-5.783388583343245
systems,707,40,0.0030268909505807608,3.6888794541139363,-5.800219275167719
m,619,41,0.0026501350755438343,3.713572066704308,-5.933144668379696
can,594,42,0.002543102156499253,3.7376696182833684,-5.974370621701647
d,552,43,0.002363286852504356,3.7612001156935624,-6.047701894787196
from,535,44,0.002290504467554041,3.784189633918261,-6.078983194168285
problem,524,45,0.002243409983174425,3.8066624897703196,-6.099758256743249
may,521,46,0.0022305660328890754,3.828641396489095,-6.105499899310925
paper,515,47,0.002204878132318376,3.8501476017100584,-6.117083040400556
information,500,48,0.002140658380891627,3.871201010907891,-6.1466418426421
storage,500,49,0.002140658380891627,3.8918202981106265,-6.1466418426421
or,499,50,0.002136377064129844,3.912023005428146,-6.148643845312773
h,491,51,0.0021021265300355777,3.9318256327243257,-6.164805813269772
c,489,52,0.0020935638965120114,3.9512437185814275,-6.16888745158942
g,469,53,0.002007937561276346,3.970291913552122,-6.210647172618013
number,466,54,0.0019950936109909964,3.9889840465642745,-6.217064306938646
e,463,55,0.0019822496607056466,4.007333185232471,-6.223522886978058
analysis,460,56,0.001969405710420297,4.02535169073515,-6.230023451581151
described,457,57,0.001956561760134947,4.04305126783455,-6.236566550170087
w,456,58,0.001952280443373164,4.060443010546419,-6.238757131549906
programs,444,59,0.0019009046422317649,4.07753744390572,-6.2654253786320675
processing,440,60,0.0018837793751846318,4.0943445622221,-6.274475214151985
n,437,61,0.001870935424899282,4.110873864173311,-6.281316745968701
use,435,62,0.0018623727913757156,4.127134385045092,-6.285903909975608
presented,434,63,0.0018580914746139322,4.143134726391533,-6.288205406963887
given,432,64,0.0018495288410903658,4.1588830833596715,-6.2928243528201815
used,420,65,0.0017981530399489667,4.174387269895637,-6.320995229786878
one,420,66,0.0017981530399489667,4.189654742026425,-6.320995229786878
memory,407,67,0.0017424959220457845,4.204692619390966,-6.352436755621697
these,404,68,0.0017296519717604347,4.219507705176107,-6.359835063103142
has,389,69,0.0016654322203336859,4.23410650459726,-6.397670597445845
december,377,70,0.0016140564191922868,4.248495242049359,-6.429004753616281
algorithms,376,71,0.0016097751024305035,4.2626798770413155,-6.431660797674398
at,373,72,0.0015969311521451537,4.276666119016055,-6.439671521420476
two,369,73,0.0015798058850980208,4.290459441148391,-6.450453297023765
p,362,74,0.001549836667765538,4.30406509320417,-6.469605729238521
set,360,75,0.0015412740342419715,4.31748811353631,-6.475145909614136
l,359,76,0.0015369927174801882,4.330733340286331,-6.477927552576013
design,355,77,0.0015198674504330553,4.343805421853684,-6.489132151588876
been,354,78,0.001515586133671272,4.356708826689592,-6.491953027930517
b,348,79,0.0014898982331005724,4.3694478524670215,-6.509047461289818
function,343,80,0.0014684916492916562,4.382026634673881,-6.523519493898352
such,342,81,0.0014642103325298729,4.394449154672439,-6.5264392040016865
some,342,82,0.0014642103325298729,4.406719247264253,-6.5264392040016865
problems,330,83,0.0014128345313884738,4.418840607796598,-6.5621572866037665
using,328,84,0.0014042718978649073,4.430816798843313,-6.568236332680148
f,315,85,0.0013486147799617251,4.442651256490317,-6.608677302238659
i,311,86,0.001331489512914592,4.454347296253507,-6.621457028885057
discussed,311,87,0.001331489512914592,4.465908118654584,-6.621457028885057
have,310,88,0.0013272081961528087,4.477336814478207,-6.6246776435851
august,309,89,0.0013229268793910256,4.48863636973214,-6.627908664166546
k,306,90,0.0013100829291056758,4.499809670330265,-6.6376648391119115
structure,305,91,0.0013058016123438925,4.51085950651685,-6.64093816445688
june,304,92,0.0013015202955821092,4.5217885770490405,-6.64422223965807
april,302,93,0.0012929576620585427,4.532599493153256,-6.6508229236894225
not,301,94,0.0012886763452967594,4.543294782270004,-6.654139676315416
july,300,95,0.0012843950285349763,4.553876891600541,-6.657467466408091
languages,296,96,0.0012672697614878432,4.564348191467836,-6.670890486740231
methods,289,97,0.0012373005441553605,4.574710978503383,-6.69482325295186
its,286,98,0.0012244565938700107,4.584967478670572,-6.705258130244439
model,285,99,0.0012201752771082274,4.59511985013459,-6.708760760795641
